"battle","pubdate","DocumentURL","Title","Abstract","StoreId","ArticleType","Authors","copyright","digitalObjectIdentifier","documentType","entryDate","issn","language","languageOfSummary","pages","placeOfPublication","pubtitle","year","startPage","Database"
"AL003",1864-08-10,"http://search.proquest.com/docview/91845599","NEWS FROM WASHINGTON.","The official report of Admiral FARRAGUT as well as the press accounts of his success in Mobile Bay, is looked for here with the utmost anxiety. The statement positively made by Gen. D.H. MAURE, that the monitor Tecumseh was sunk by Fort Morgan, is discredited at the Navy Department, but this on no other ground than because the official mind does not believe the guns of Fort Morgan capable of sinking a monitor. But even those who indulge this faith must grant that the Tecumseh, which drew more water than any other vessel in the fleet, might have grounded; in which condition her destruction would be a very easy matter.",91845599,"Historical Newspapers",""," Copyright New York Times Company Aug 10, 1864"," 78729215-1 , 1446365 , 113715"," article",1864-08-10,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1864,4,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL003",1864-08-10,"http://search.proquest.com/docview/91865458","MOBILE AND ITS DEFENCES.","The war, whose activity has in its great feats seen limited to a comparatively few points, now, after months of preparation and expectation, has swept another and most important city into its grasp, and advances upon Mobile. This is the last real stronghold possessed by the rebels on all the long coast of the bay, and when captured will be as severe a blow to them, in their present estate, as was the capture of New-Orleans in their earlier condition. The city has been tried twice before, once by Admiral PORTER""S mortar flotilla shortly after the capture of NewOrleans, and again more recently by Admiral FARRAGUT, assailing Grant's Pass in order to divert attention from other undertakings.",91865458,"Historical Newspapers",""," Copyright New York Times Company Aug 10, 1864"," 78729241-1 , 1446365 , 113715"," article",1864-08-10,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1864,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL003",1864-08-09,"http://search.proquest.com/docview/91885875","Farragut's Attack on Mobile.","",91885875,"Historical Newspapers",""," Copyright New York Times Company Aug 9, 1864"," 79956808-1 , 1456201 , 113715"," front_page",1864-08-09,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1864,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-24,"http://search.proquest.com/docview/91908391","OUR SPECIAL ACCOUNT.","Just two months ago I transmitted you the programme to be performed by CANRY'S army, assisted by A.J. SMITH'S corps, of the Army of the Cumberland, and almost the entire cavalry force from the same army, under the distinguished leadership of Gen. WILSON. It was the capture of the City of Mobile and all the important defences, and the capture of Cahawba, Setma, and Montgomery, Ala., and Columbus, Ga., and the capture or rout of the remnant of HOOD'S army. The following shows how handsomely the job has been accomplished:...",91908391,"Historical Newspapers",""," Copyright New York Times Company Apr 24, 1865"," 82727795-1 , 1477248 , 113715"," front_page",1865-04-24,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1865,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-24,"http://search.proquest.com/docview/91949633","The Capture of Mobile and All Its Defences.","",91949633,"Historical Newspapers",""," Copyright New York Times Company Apr 24, 1865"," 82727794 , 1477248 , 113715"," front_page",1865-04-24,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1865,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-23,"http://search.proquest.com/docview/91903088","THE CAPTURE OF MOBILE.","To Maj.-Gen. Dix, New-York: In a dispacth, dated Mobile, 5 P.M., April 14, Maj.-Gen. CANBY reports as follows: We find in Mobile and its defences, on the west side of the bay, over 150 guns and a very large amount of ammunition and supplies of all kinds, and about one thousand prisoners. Inventories are now being taken and a detailed report will be forwarded as soon as they are complete. The quantity of cotton will probably reach 3,000 bales, and there is a large amount of provisions and forage.",91903088,"Historical Newspapers",""," Copyright New York Times Company Apr 23, 1865"," 90121069-1 , 1523122 , 113715"," article",1865-04-23,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1865,4,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-22,"http://search.proquest.com/docview/91961057","THE CAPTURE OF MOBILE.","SIR: I have the honor to inform the Department that on Monday, the 10th inst., subsequent to the capture of Fort Alexis and Spanish Fort, detailed in my dispatch No. 53, dated April 9 the Ostorora Lieut.-Commander W. W. Low, and the iron-clads, were enabled, in consequence of the thorough dragging of the Blakely River, through the indefatigable and intelligent exertions of Commander PIERCE CROSBY, to move up the river nearly abreast of Spanish Fort, from which point Lieut. Low, with his rifled ...",91961057,"Historical Newspapers",""," Copyright New York Times Company Apr 22, 1865"," 83482970-1 , 1483184 , 113715"," article",1865-04-22,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1865,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-21,"http://search.proquest.com/docview/91950374","THE SIEGE OF MOBILE.","",91950374,"Historical Newspapers",""," Copyright New York Times Company Apr 21, 1865"," 78997222 , 1449555 , 113715"," article",1865-04-21,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1865,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-21,"http://search.proquest.com/docview/91927624","Letter from Rear Admiral Thatcher The Captures in Mobile Bay Torpedoes.","",91927624,"Historical Newspapers"," WASHINGTON, Thursday, April 20.
WASHINGTON, Thursday, April 20."," Copyright New York Times Company Apr 21, 1865"," 78997232 , 1449555 , 113715"," article",1865-04-21,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1865,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-19,"http://search.proquest.com/docview/91919361","FROM MOBILE.","Maj.-Gen. John A. Dix: The following dispatches from Maj.-Gen. CANBY report the capture of a Spanish fort and Fort Blakeley, which forms a part of the rebel defences of the city of Mobile.",91919361,"Historical Newspapers",""," Copyright New York Times Company Apr 19, 1865"," 78997074-1 , 1449553 , 113715"," article",1865-04-19,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1865,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-18,"http://search.proquest.com/docview/91935305","DETAILS OF THE SIEGE.","BLAKELY, Ala., Monday, April 10, via CINCINNATI, Monday, April 17. Gen. CANBY has just achieved a brilliant victory in Mobile Bay, and Gen. WILSON has not only pushed successfully through central Alabama, but has literally smashed up everything in his way.",91935305,"Historical Newspapers",""," Copyright New York Times Company Apr 18, 1865"," 78996950 , 1449552 , 113715"," front_page",1865-04-18,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1865,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-17,"http://search.proquest.com/docview/91975100","THE SIEGE OF MOBILE.","When I arrived at Danley's Mills, on Fish River, with the advance of Gen. CANBY'S army, I wrote you a letter describing our progress from Dauphin Island to that point, adding a few brief camp items. For fear you did not receive it, I will condense the letter, which made four pages of foolscap, into three or four lines, thus:",91975100,"Historical Newspapers"," From Our Own Correspondent.
From Our Own Correspondent."," Copyright New York Times Company Apr 17, 1865"," 78996886-1 , 1449551 , 113715"," article",1865-04-17,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1865,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-14,"http://search.proquest.com/docview/91944441","THE SURRENDER.","Lieut.-Gen. GRANT and staff arrived at City Point this morning at half-past four o'clock, having left Appomattox Court-house--the scene of the surrender of Gen. LEE and his army--on Tuesday morning at daylight. They came on horseback to Burkesville Station, on the Southside Railroad, and thence by rail to City Point. Appomattoz Court-house is one hundred and three miles west of Petersburgh, and only twenty-two miles east of Lynchburgh. Gen. LEE did not arrive with them, but when the details of the surrender are complete, will proceed direct to Richmond.",91944441,"Historical Newspapers"," From Our Own Correspondent.
From Our Own Correspondent."," Copyright New York Times Company Apr 14, 1865"," 90120959-1 , 1523121 , 113715"," front_page",1865-04-14,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1865,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-11,"http://search.proquest.com/docview/91940408","REBEL SURRENDERS.--Three rebel armies ...","",91940408,"Historical Newspapers",""," Copyright New York Times Company Apr 11, 1865"," 90120805-1 , 1523118 , 113715"," article",1865-04-11,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1865,4,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-10,"http://search.proquest.com/docview/92003754","THE VICTORY.","Lieut.-Gen. Grant: Thanks be to Almighty God for the great victory with which he has this day crowned you and the gallant armies under your command.",92003754,"Historical Newspapers",""," Copyright New York Times Company Apr 10, 1865"," 78996668-1 , 1449547 , 113715"," front_page",1865-04-10,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1865,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-10,"http://search.proquest.com/docview/92007779","PEACE!","The great struggle is over. Gen. ROBERT E. LEE and the Army of Northern Virginia surrendered yesterday to Lieut. Gen. U.S. GRANT and the Army of the Potomac.",92007779,"Historical Newspapers",""," Copyright New York Times Company Apr 10, 1865"," 78996690-1 , 1449547 , 113715"," article",1865-04-10,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1865,4,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-07,"http://search.proquest.com/docview/91934192","THE ATTACK ON MOBILE.","The steamship Guiding Star, from New-Orlearns, March 26, and Southwest Pass, the 28th, arrived yesterday.",91934192,"Historical Newspapers",""," Copyright New York Times Company Apr 7, 1865"," 78744037-1 , 1446521 , 113715"," front_page",1865-04-07,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1865,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AL006",1865-04-06,"http://search.proquest.com/docview/91953500","THE ATTACK ON MOBILE.","On the 18th, Gen. STEELE'S column started from Pensacola and Barrancas, on a march to Blakely Landing, on the Tombigbee, which is 45 miles above Mobile, at which point they expect to unite with a column starting from Fort Morgan, and marching up the east side of the bay.",91953500,"Historical Newspapers"," From Our Own Correspondent.
From Our Own Correspondent."," Copyright New York Times Company Apr 6, 1865"," 78743934 , 1446520 , 113715"," front_page",1865-04-06,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1865,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AR001",1862-03-20,"http://search.proquest.com/docview/91712363","LOSSES AT THE BATTLE OF PEA RIDGE.","",91712363,"Historical Newspapers",," Copyright New York Times Company Mar 20, 1862"," 78681605 , 1445896 , 113715"," front_page",1862-03-20,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"AR001",1862-03-20,"http://search.proquest.com/docview/91743593","THE BATTLE OF PEA RIDGE.","",91743593,"Historical Newspapers",," Copyright New York Times Company Mar 20, 1862"," 78681617-1 , 1445896 , 113715"," article",1862-03-20,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
